-2.661487579346e+001,-1.879549026489e+000,3.071089663128e+000
-2.661487579346e+001,-1.879549026489e+000,-7.024872525559e-002
-2.526432037354e+001,-2.150097846985e+001,-2.958077253977e+000
1.372623825073e+001,-2.873777770996e+001,3.117330166752e+000
-2.796543121338e+001,1.774188041687e+001,2.855436374684e+000
1.336373519897e+001,2.990223312378e+001,2.964368169948e+000
-1.594992637634e+001,-6.776463985443e-001,3.116181832991e+000
3.991061401367e+001,7.421942949295e-001,3.072414461333e+000
-1.771631431580e+001,2.498523712158e+001,3.085312776542e+000
3.809672546387e+001,2.812969779968e+001,3.002784502096e+000
end_pose
-2.660813903809e+001,-1.951257705688e+000,3.068390925595e+000
-2.660813903809e+001,-1.951257705688e+000,-7.302408192464e-002
-2.520828247070e+001,-2.156724548340e+001,-2.969005058703e+000
1.488635253906e+001,-2.855662155151e+001,3.111558434849e+000
-2.800798797607e+001,1.766473007202e+001,2.852156593470e+000
1.282802200317e+001,2.982564544678e+001,2.970982574336e+000
-1.622247314453e+001,-6.781477928162e-001,3.116590999557e+000
3.962716674805e+001,7.184698581696e-001,3.072897068696e+000
-1.805335235596e+001,2.497773551941e+001,3.085663108211e+000
3.775319290161e+001,2.810224151611e+001,3.002928244479e+000
end_pose
-2.661093521118e+001,-1.929443359375e+000,3.069213366526e+000
-2.661093521118e+001,-1.929443359375e+000,-7.347699905400e-002
-2.522472000122e+001,-2.154700851440e+001,-2.959107880131e+000
1.429150009155e+001,-2.883923912048e+001,3.120226074125e+000
-2.799714279175e+001,1.768812179565e+001,2.850754535974e+000
1.201448059082e+001,2.966463279724e+001,2.961947560133e+000
-1.620517730713e+001,-6.126513481140e-001,3.114319973139e+000
3.965945053101e+001,9.113088846207e-001,3.076310197724e+000
-1.801820373535e+001,2.504515075684e+001,3.089415868256e+000
3.781294631958e+001,2.796082878113e+001,2.998823910759e+000
end_pose
-2.661311721802e+001,-1.888294219971e+000,3.070758102064e+000
-2.661311721802e+001,-1.888294219971e+000,-7.270351928934e-002
-2.525912094116e+001,-2.150719451904e+001,-2.957853319891e+000
1.402145767212e+001,-2.880690383911e+001,-3.114814208133e+000
-2.796712112427e+001,1.773060607910e+001,2.847507767556e+000
1.195006942749e+001,2.982020187378e+001,2.925453216715e+000
-1.611589813232e+001,-7.204394340515e-001,3.116065012148e+000
3.974940872192e+001,7.059109210968e-001,3.075440021801e+000
-1.788679504395e+001,2.493915939331e+001,3.092357920217e+000
3.795077896118e+001,2.769055175781e+001,2.995519182132e+000
end_pose
-2.661304473877e+001,-1.877804756165e+000,3.071150034019e+000
-2.661304473877e+001,-1.877804756165e+000,-6.970225264434e-002
-2.526787567139e+001,-2.149828338623e+001,-2.949878472486e+000
1.372803878784e+001,-2.906730461121e+001,-3.032129657084e+000
-2.795821380615e+001,1.774267387390e+001,2.836498201810e+000
1.194446563721e+001,3.030910301208e+001,2.867268510950e+000
-1.609534454346e+001,-8.025578260422e-001,3.115366580455e+000
3.974971771240e+001,6.624432802200e-001,3.074062122868e+000
-1.785469055176e+001,2.485908317566e+001,3.090400877308e+000
3.797576904297e+001,2.771967124939e+001,2.996981847681e+000
end_pose
-2.661636352539e+001,-1.790974617004e+000,3.074405250406e+000
-2.661636352539e+001,-1.790974617004e+000,-6.672117443279e-002
-2.534095764160e+001,-2.141263961792e+001,-2.900483454925e+000
1.453224182129e+001,-3.121716880798e+001,-2.898772664398e+000
-2.789178466797e+001,1.783069038391e+001,2.808913897885e+000
1.176673889160e+001,3.153352928162e+001,2.791906761418e+000
-1.638748931885e+001,-9.685144424438e-001,3.112039976571e+000
